Extracted
"Child: Baba; Parent: Babcia, baba"
Child: Mama; Parent: Mama
Child: Pacek; Parent: Postać z bajki o imieniu Pacek
Child: Woda; Parent: Woda
Child: Mleko; Parent: Mleko
Child: Kawa; Parent: Kawa
Child: Amen; Parent: Amen
Child: Amen; Parent: Amen
Child: Ania; Parent: Hania
Child: Ania; Parent: Hania
Child: Argo; Parent: Pies o imieniu Argo
Child: Argo; Parent: Pies o imieniu Argo
"Child: Bobo; Parent: Dziecko, na ogół w wózku"
"Child: Bobo; Parent: Dziecko, na ogół w wózku"
Child: Bozia; Parent: Matka Boska
Child: Bozia; Parent: Matka Boska
Child: Buma; Parent: Auto
Child: Buma; Parent: Auto
Child: Kombajn; Parent: Kombajn
Child: Kombajn; Parent: Kombajn
Child: Koparka; Parent: Koparka
Child: Koparka; Parent: Koparka
Child: Kurza; Parent: Odkurzacz
Child: Kurza; Parent: Odkurzacz
Child: Mini; Parent: Mysz
Child: Mini; Parent: Mysz
Child: Palulu; Parent: Iść spać
Child: Palulu; Parent: Iść spać
"Child: Pan; Parent: Pan, mężczyzna"
"Child: Pan; Parent: Pan, mężczyzna"
Child: Omik; Parent: Chomik
Child: Dobre; Parent: Dobre
Child: Spoko; Parent: Spoko
Child: Koniek; Parent: Koniec
Child: Ciocia; Parent: Ciocia
Child: Spinka; Parent: Spinka
Child: Kamyk; Parent: Kamyk
Child: Mango; Parent: Mango
Child: Marta; Parent: Marta
Child: Ogon; Parent: Ogon
Child: Dziadek; Parent: Dziadek
Child: Kapusta; Parent: Kapusta
Child: Pilot; Parent: Pilot
Child: Kukuryku; Parent: Kogut
Child: Pociąg; Parent: Pociąg
Child: Maria; Parent: Maria
Child: Martusia; Parent: Martusia.
Child: Koło; Parent: Koło
Child: Tukan ; Parent: Tukan
Child: Tukan; Parent: Tukan
Child: Golak; Parent: Golas
Child: Polka; Parent: Polska
Child: Owsianka; Parent: Owsianka
Child: Kasia; Parent: Kasia
Child: Zosia; Parent: Zosia
Child: Kotyk; Parent: Kocyk
Child: Budu; Parent: Poduszka
Child: Piłka; Parent: Piłka
Child: Owsianka; Parent: Owsianka
Child: Takto; Parent: Traktor
Child: Piłka; Parent: Piłka
Child: Asystent; Parent: Asystent
Child: Pianka; Parent: Pianka
Child: Sos; Parent: Sos
Child: Stolec; Parent: Stolec
Child: Hau; Parent: Pies
Child: Tata; Parent: Różne znaczenia 
"Child: Am; Parent: Jeść, pić"
"Child: Am; Parent: Jeść, pić"
"Child: Auto; Parent: Auto, koło"
"Child: Auto; Parent: Auto, koło"
"Child: Miau; Parent: Kot, miau"
Child: Mama; Parent: Mama
Child: Bam; Parent: Upadek niego lub czegoś 
Child: Tuty; Parent: Buty
"Child: I-haa; Parent: Rżenie konia, koń"
"Child: Cici; Parent: Kici, kicia"
Child: Nie; Parent: Nie chcę
"Child: Au; Parent: Auć, boli"
"Child: Apa; Parent: Do góry, na ręce "
Child: Baba; Parent: Babcia
"Child: Tutu; Parent: Turtur, traktor"
Child: Taaaaa; Parent: Tak
Child: Ten; Parent: Ten
Child: To; Parent: To
Child: Tet; Parent: Cześć
Child: Be; Parent: Cos nie jest dla niego 
Child: Tintin; Parent: Ting (zabawka)
Child: Bee; Parent: Ddźwięk owcy
Child: Mee; Parent: Koza
Child: Raaaa; Parent: Ddźwięk wydawany przez lwa
Child: Tute; Parent: Klucze
Child: Kuko; Parent: Kółko
"Child: Pupa; Parent: Pupa, kupa"
"Child: Pupa; Parent: Pupa, kupa"
Child: Tam; Parent: Chcę tam
Child: Azia; Parent: Pies Aza
Child: Chr chr; Parent: Naśladowanie świni 
"Child: Buuum; Parent: Brum, samochod jedzie"
Child: Bana; Parent: Banan
Child: Emu; Parent: Emu
Child: Ati; Parent: A-psik
Child: Dodo; Parent: Dodo
Child: Maa?; Parent: Nie ma
Child: Jeee; Parent: Jest
Child: IO IO ; Parent: Pojazd uprzywilejowany
Child: IO IO ; Parent: Pojazd uprzywilejowany
Child: IO IO ; Parent: Pojazd uprzywilejowany
"Child: Hao; Parent: Halo, rozmowa przez telefon"
Child: Muuu; Parent: Muczenie krowy
Child: Tu; Parent: Tutaj
Child: Den; Parent: Dzięki
Child: Noo; Parent: Nos
Child: Oko; Parent: Oko
Child: Puuu; Parent: Piciu
Child: Tita; Parent: Kicia 
Child: Uhu ha; Parent: Sowa
Child: Pwwww; Parent: Naśladowanie słonia
Child: Mniam; Parent: Jedzenie
Child: Hee hee; Parent: Hej hej
Child: Łał; Parent: Wow
Child: O-oł; Parent: Coś niespodziewanego albo niechcianego się wydarzylo
"Child: Mhm; Parent: Zgoda, potakiwanie"
Child: Buty; Parent: Buty
Child: Cycy; Parent: Chcę mleko z piersi
Child: Eme; Parent: Elmer
"Child: Bazia; Parent: Baza, zbuduj bazę"
Child: Atutu; Parent: Akuku
Child: Apaja; Parent: Alpaka
"Child: Baja; Parent: Bajka, ksiazeczka"
"Child: Baja; Parent: Bajka, ksiazeczka"
Child: Baje; Parent: Bajka
Child: Bało; Parent: Brawo
Child: Basia; Parent: Basia
Child: Bawo; Parent: Brawo
Child: Bjus; Parent: Bruce
Child: Boli; Parent: Boli
"Child: Bua; Parent: Buła, bułka"
"Child: Busia; Parent: Libusia, kot"
"Child: Chap; Parent: Chapnięcie, ddźwięk krokodyla"
Child: Choć; Parent: Choddź
Child: Cy; Parent: Trzy
Child: Daj; Parent: Daj
Child: Denś; Parent: Dance
Child: Djugi; Parent: Drugi
Child: Dła; Parent: Dwa
Child: Dlugie; Parent: Drugie
Child: Dziś; Parent: Widzisz
Child: Je; Parent: Je
Child: Jejen; Parent: Jeden
Child: Lala; Parent: Lalka
Child: Łaś; Parent: Zładź
Child: Lesi; Parent: Leci
Child: Maja; Parent: Maja
Child: Miś; Parent: Miś
Child: Nie ma ; Parent: Nie ma
"Child: No; Parent: No, potwierdzenie "
Child: Nos; Parent: Nos
Child: O bozie; Parent: O boże
Child: Oć; Parent: Choddź 
Child: Ogom; Parent: Ogon
Child: Ojej; Parent: Ojej
Child: Okej; Parent: Ok
Child: Pało; Parent: Spadło 
"Child: Pam; Parent: Pan, ludzik z lego"
Child: Panie; Parent: Pranie
Child: Pap; Parent: Pas
Child: Pempeta; Parent: Pampersa
Child: Pepa; Parent: świnka pepa
Child: Pes; Parent: Pies
Child: Piciu; Parent: Pić
Child: Pisiu; Parent: Długopis 
Child: Pucio; Parent: Pucio
Child: Pupo; Parent: Pusto
Child: Siesi; Parent: Siedzi
"Child: Tach; Parent: Ciach, krojenie"
Child: Taki; Parent: Ptaki
Child: Teta; Parent: Rakieta tenisowa
Child: Teti; Parent: Kredki
"Child: Tłi; Parent: Kwi, świnka"
Child: Toty; Parent: Koty
Child: Ucho; Parent: Ucho
Child: Toniec; Parent: Koniec
Child: Pugek; Parent: Kubek
Child: Jyba; Parent: Ryba
Child: Kekin; Parent: Rekin
Child: Asia; Parent: Ajsza
Child: Babo; Parent: Babo
Child: Cieść; Parent: Cześć 
Child: Citaj; Parent: Czytaj
Child: Dom; Parent: Dom
Child: Duzi; Parent: Duży
Child: Dziuha; Parent: Dziura
Child: Jedzie; Parent: Jedzie
Child: Jeść; Parent: Jeść
Child: Jesie; Parent: Jeszcze
"Child: Kum kum; Parent: Kum kum, ddźwięk żaby"
Child: Leci; Parent: Leci
"Child: Ojuś; Parent: Oluś, on sam"
Child: Sisi; Parent: Siku
Child: Tot; Parent: Kot
Child: Abobus; Parent: Autobus
Child: Bałić; Parent: Bawić
Child: Bep; Parent: Chleb 
Child: Biega; Parent: Biega
Child: Buch; Parent: Brzuch
Child: Buła; Parent: Bułka 
Child: Dach; Parent: Dach
Child: Dany; Parent: Danny
Child: Delec; Parent: Widelec
"Child: Dizom; Parent: Bizon, imię kotki"
Child: Dom aut; Parent: Dom dla aut
Child: Dusia; Parent: Poduszka
Child: Dziorddź; Parent: George
Child: Gra; Parent: Gra
Child: Gurek; Parent: Kangurek
Child: Isiu; Parent: Misiu 
Child: Kocyś; Parent: Kocyk
Child: Łaga; Parent: Uwaga 
Child: Lisek; Parent: Lisek
Child: Łołom; Parent: Samolot
Child: Łucham; Parent: Słucham
Child: Lulu; Parent: Spanie
Child: Łysia; Parent: Łyżka
Child: Pać; Parent: Spać
Child: Pacici; Parent: Rekawiczki
Child: Pacie; Parent: Kapcie
Child: Paka; Parent: Czapka
Child: Pan ; Parent: Pan
Child: Pani; Parent: Pani 
Child: Parka; Parent: Koparka
Child: Pas; Parent: Pas
Child: Pasiam; Parent: Przepraszam
Child: Posie; Parent: Proszę
Child: Pytaj; Parent: Patataj
Child: Tijot; Parent: Pilot
Child: Tjatoj; Parent: Traktor
Child: Tonik; Parent: Konik
Child: Uje; Parent: Umyje
"Child: Usia; Parent: Olusia, coś jest jego"
"Child: Nie da; Parent: Nie da się, nie wyszło "
Child: Górek; Parent: Ogórek
Child: Basen; Parent: Basen
Child: Osiem; Parent: Osiem
Child: Cicho; Parent: Cicho
Child: Memy; Parent: Zęby
Child: Umyć ; Parent: Umyć
Child: Najać ; Parent: Nalać
Child: Totek; Parent: Kotek
Child: Imak; Parent: ślimak
Child: Dziemy; Parent: Idziemy
Child: Do icy; Parent: Do piaskownicy
Child: Bjudne; Parent: Brudne
Child: Umyć; Parent: Umyć
Child: Najać; Parent: Nalać
Child: Dej; Parent: Daj
Child: Nalać; Parent: Nalac 
Child: Pychać; Parent: Spychacz
Child: Niarka; Parent: Betoniarka
Child: Peta; Parent: Skarpeta
Child: Tery; Parent: Cztery
Child: Peć; Parent: Pięć 
Child: Seść; Parent: Sześć 
Child: Sedem; Parent: Siedem
Child: Osiem; Parent: Osiem
Child: Dziewieć ; Parent: Dziewięć 
Child: Dziesieć; Parent: Dziesięć 
Child: Bakon; Parent: Balkon
Child: Bjusik ; Parent: Brusik
Child: Dziadziek ; Parent: Dziadek
Child: Dzenia ; Parent: Do widzenia
Child: Banoc ; Parent: Dobranoc
Child: Dzialnia ; Parent: Zjeżdżalnia
Child: Chody; Parent: Schody
Child: Pakaka; Parent: Koparka
Child: Tonik; Parent: Konik
Child: Pytaj; Parent: Patataj
Child: Dziuje ; Parent: Dziękuję 
Child: Mama ika; Parent: Mama świnka
Child: Tata ika; Parent: Tata świnka
Child: Icy tak ; Parent: Chcę iść do piaskownicy
Child: Bjoda; Parent: Broda
Child: Usta; Parent: Usta
Child: Ciemno; Parent: Ciemno
Child: Isoko ; Parent: Wysoko
Child: Noc; Parent: Noc
Child: Kekełko; Parent: Krzesełko
Child: Kjeka; Parent: Kredka
Child: Kjeda ; Parent: Kreda
Child: Baki; Parent: Grabki
Child: Opakaka; Parent: Łopatka
Child: Pababaw ; Parent: Plac zabaw
Child: Apka; Parent: Żabka
Child: Bluza; Parent: Bluza
Child: Dla mamy ; Parent: Jw
Child: Ebla; Parent: Zebra
Child: Echał; Parent: Pojechał
Child: Epić; Parent: Przyczepić
Child: Erzyk; Parent: Talerzyk
Child: Gla/gra; Parent: Gra
Child: Idelec ; Parent: Widelec
Child: Iłorek; Parent: śpiworek
Child: Inne inna inny; Parent: Jw
Child: Kechom; Parent: Telefon
Child: Ko ko ko; Parent: Ddźwięki kury 
Child: Komin; Parent: Jw
Child: Kula ; Parent: Kura
Child: Lebek; Parent: Chlebek
Child: Łuka; Parent: Muzyka
Child: Orzyć; Parent: Otworzyć
Child: Podnie; Parent: Spodnie
Child: Puze; Parent: Puzzle
Child: Si; Parent: śpi
Child: Szaik ; Parent: Szalik
"Child: Szu szu ; Parent: Miotła, zamiatać"
Child: Tuik; Parent: Królik
Child: Agarek; Parent: Zegarek
Child: Baciek; Parent: Robaczek
Child: Co to ? ; Parent: Co to?
Child: Dzenia; Parent: Do widzenia
Child: Gili gili; Parent: Gilgotanie
Child: Górek ; Parent: Ogórek
Child: Isiaka; Parent: śmieciarka
Child: Jeka; Parent: Ręka
Child: Jeście/ jecie; Parent: Jeszcze
Child: Łobot; Parent: Robot
Child: Łoka/sjoka; Parent: Sroka
Child: Łołać ; Parent: Malować
Child: Łołeł ; Parent: Rower 
Child: Łonko; Parent: Słonko
"Child: Mhm; Parent: Tak, potwierdzenie"
Child: Michka ; Parent: Miska
Child: Molot/łołot; Parent: Samolot
Child: Na dół; Parent: Jw
Child: Nozik; Parent: Nożyk
Child: Patzy ; Parent: Patrzy
Child: Pepasiam; Parent: Przepraszam 
Child: Pisiu/tisiu/pisiak/tisiak; Parent: Pisak
Child: Pjut/ prut; Parent: Pierdnięcie
Child: Siusiu; Parent: Siusiania
Child: Tak!; Parent: Tak
Child: Tjoche; Parent: Trochę 
Child: W góre; Parent: Jw
Child: Pociog; Parent: Pociąg 
Child: Bałić; Parent: Bawić
Child: Prut prut; Parent: Jw
Child: Tjoche ; Parent: Troche
Child: Tilot ; Parent: Pilot
Child: Dzenia; Parent: Do widzenia
Child: Si/pi/śpi; Parent: śpi 
Child: Gra ; Parent: Gra
Child: Gogon; Parent: Ogon
Child: Koko; Parent: Oko
Child: Ciasto; Parent: Ciasto
Child: Dynia; Parent: Dynia
Child: Dół/w dół; Parent: Dół/ w dół
Child: Piciu; Parent: Picie
Child: Koniec; Parent: Koniec
Child: Czytaj; Parent: Czytaj
Child: Kuskus; Parent: Kuskus (kasza)
Child: Nyś; Parent: Mysz
Child: Zobać; Parent: Zobacz
Child: Jeś; Parent: Jeż
Child: Sowa; Parent: Sowa
Child: Obać; Parent: Ubrać
Child: Łyżka; Parent: Łyżka
Child: Iśka; Parent: Łyżka
Child: Idać; Parent: Widać
Child: Ruśka; Parent: Gruszka
Child: Włos; Parent: Włos
Child: Osia; Parent: Zosia
Child: Sisać; Parent: Słychać
Child: Wisieć; Parent: Wytrzeć
Child: Sto lat; Parent: Sto lat
Child: Ser; Parent: Ser
Child: Koić; Parent: Kroić
Child: Sel; Parent: Ser
Child: Łukaś; Parent: Łukasz 
Child: Sań; Parent: Wstań
Child: Taktoj; Parent: Traktor
Child: Ociec; Parent: Ojciec
Child: Lece; Parent: Ręce
Child: Ofka; Parent: Owca
Child: Chupki; Parent: Chrupki
Child: Dzik; Parent: Dzik
Child: Oca; Parent: Owca
Child: Cieszko; Parent: Ciężko
Child: Łoś; Parent: Łoś
Child: Tacić; Parent: Tańczyć
Child: Jowej; Parent: Rower
Child: Jeden; Parent: Jeden
Child: Tsi; Parent: Trzy
Child: Łoś; Parent: Łoś
Child: Mokje; Parent: Mokre
Child: Abuz; Parent: Arbuz
Child: Gujek; Parent: Ogórek
Child: Pes; Parent: Pies
Child: Ot; Parent: Kot
Child: Witaj; Parent: Witaj
Child: Tobus; Parent: Autobus
Child: Alka; Parent: Pralka
Child: źwi; Parent: Drzwi
Child: Koloj; Parent: Kolor
Child: Kubek; Parent: Kubek
Child: Kokos; Parent: Kokos
Child: Ufo; Parent: Ufo
Child: Pomóż; Parent: Pomóż
Child: Dziula; Parent: Dziura
Child: Siek; Parent: śnieg
Child: Lef; Parent: Lew
Child: Suś; Parent: Struś
Child: Łoń; Parent: Słoń
Child: śnieg; Parent: śnieg
Child: Anki; Parent: Sanki
Child: Elbłąd; Parent: Wielbłąd
Child: Ikorka; Parent: Sikorka
Child: Flaming; Parent: Flaming
Child: Igor; Parent: Igor
Child: Kurzacz; Parent: Odkurzacz
Child: Chodi; Parent: Schody
Child: Dówka; Parent: Lodówka
Child: Omlet; Parent: Omlet
Child: Kurtka; Parent: Kurtka
Child: Salik; Parent: Szalik
Child: Keciup; Parent: Keczup
Child: Noc; Parent: Noc
Child: Sitko; Parent: Sitko
Child: Gabki; Parent: Grabki
Child: Tosty; Parent: Tosty
Child: Mieci; Parent: śmieci
Child: Chodek/chody; Parent: Schodek/schody
Child: Siezić; Parent: Księżyc
Child: Sofon; Parent: Saksofon
Child: Plasiam; Parent: Przepraszam
Child: Koptel; Parent: Helikopter
Child: Kamik; Parent: Karmnik
Child: Siusiak; Parent: Siusiak
Child: Hotam; Parent: Hipopotam
Child: Dawaj; Parent: Dawaj
Child: Cipcia; Parent: Cipcia
Child: Ciemno; Parent: Ciemno
Child: Kazik; Parent: Kazik
Child: Idor; Parent: Pomidor
Child: Nozaur; Parent: Dinozaur
Child: Amuż; Parent: Pomóż
Child: Sata; Parent: Sałata
Child: Kafior; Parent: Kalafior
Child: Fasoka; Parent: Fasolka
Child: Kot; Parent: Kot
Child: Stań; Parent: Wstań
Child: Przestań; Parent: Przestań
Child: Kici; Parent: Kici kici
Child: Tam; Parent: Tam
Child: Tu; Parent: Tu
Child: Papa; Parent: Do widzenia
Child: Be; Parent: Beczenie
Child: Hau ; Parent: Szczekanie 
Child: Am am; Parent: Jeść 
Child: Tata; Parent: Tata
Child: Mniam mniam; Parent: Pyszne 
Child: Ma; Parent: Nie ma
Child: Si; Parent: Siku
Child: Mama; Parent: Mama
Child: Ci; Parent: Cicho 
Child: Ba; Parent: Kupa
Child: Me; Parent: Nie
Child: Baba; Parent: Babcia
Child: Dzidzi; Parent: Dzidziuś 
Child: Da; Parent: Daj
Child: Bu bu; Parent: Bum bum (auto)
Child: Ziazia; Parent: Dziadzia
Child: Pu pu; Parent: Puk puk 
Child: Cycy; Parent: Cycus 
Child: Huhu; Parent: Sowa
Child: A ja; Parent: A jak
Child: Kop kop; Parent: Kopać 
Child: Pupu; Parent: Pupa
Child: To to ; Parent: Kto to
Child: Pi ; Parent: Pić
Child: Taaa; Parent: Taaak!
Child: Bu; Parent: Buty
Child: Bu; Parent: Buty
Child: Plu plu; Parent: Pływać 
Child: Tutu; Parent: Kuku
Child: Dodo; Parent: Dominik
Child: Dzi; Parent: Ddźwig 
Child: Bu II; Parent: Bułka 
Child: Pa; Parent: Pasta 
Child: Uk; Parent: Łuk
Child: Mata; Parent: Marta
Child: Psi psi; Parent: Psik
Child: Baka; Parent: Bajka
Child: Mati; Parent: Mati
Child: Du; Parent: Dużo
Child: Iki; Parent: Wiki
Child: Hulk; Parent: Hulk
Child: Kiga; Parent: Kinga 
Child: Ilk; Parent: Wilk 
Child: Juku; Parent: Jurku!
Child: Oko; Parent: Oko
Child: Miau; Parent: Kot
Child: Babaga; Parent: Baba Jaga 
"Child: Poko; Parent: Polko, pole"
Child: Pika; Parent: Piłka 
Child: Babi; Parent: Bambi
Child: Kra kra; Parent: Papuga
Child: Abam; Parent: Adam
Child: Aaa psi; Parent: Apisk
Child: Guka; Parent: Gruszka
Child: Pupaga; Parent: Papuga
Child: Kaka; Parent: Kaczka
Child: Motok; Parent: Motor
Child: Kakeko; Parent: Ciasteczko
Child: Oko; Parent: Oko
Child: Tik tak; Parent: Zegar
Child: Takie; Parent: Takie
Child: Kukuryku; Parent: Kogut
Child: Bułka; Parent: Bułka/ciastko
Child: Bułka; Parent: Bułka/ciastko
Child: Mleko; Parent: Mleko
Child: Ciocia; Parent: Ciocia
Child: Konec; Parent: Koniec
"Child: Je; Parent: Je (coś je, jedzenie)"
Child: Odeddź; Parent: Odejddź
Child: Dać; Parent: Daj mi
Child: Łeeee; Parent: Płacz
"Child: Mniam mniam; Parent: Jedzenie, dobre, pyszne"
"Child: Mniam mniam; Parent: Jedzenie, dobre, pyszne"
"Child: I-o ; Parent: Karetka, straż pożarna, policja (łącznie)"
"Child: I-o ; Parent: Karetka, straż pożarna, policja (łącznie)"
"Child: Koniec, nie ma; Parent: Koniec, coś się skończyło"
"Child: Jeść; Parent: Je (coś je, jedzenie)"
"Child: Cześć; Parent: Cześć, przywitanie"
Child: Myś; Parent: Miś
Child: Noś; Parent: Nos (część ciała)
"Child: Aaa; Parent: Buzia, usta (część ciała)"
"Child: Aaa; Parent: Buzia, usta (część ciała)"
Child: Pać; Parent: Spać
Child: Tat; Parent: Tak
Child: Bobo; Parent: Dziecko
Child: Nuś; Parent: Nos
Child: Okej; Parent: Ok
Child: Babcia; Parent: Babcia
Child: Dzadek; Parent: Dziadek
Child: Tujek; Parent: Wujek
Child: Koło; Parent: Koło
Child: Koło; Parent: Koło
Child: Musik; Parent: Mus owocowy (w tubce)
Child: Podneć; Parent: Podnieść
Child: Cypka; Parent: Cipka
Child: Tiktak; Parent: Zegarek
Child: Kucz; Parent: Klucz
Child: Jabłka; Parent: Jabłko
Child: Pocitać; Parent: Poczytać
Child: Bi; Parent: Brwi
"Child: Ciepłe; Parent: Ciepłe, ciepło"
Child: Go; Parent: Gorące
Child: Kuć; Parent: Klucz
Child: Ciema; Parent: Siema
Child: Kuje; Parent: Dziękuję
Child: Papuga; Parent: Papuga
Child: Gołą; Parent: Gołąb
Child: Gołą; Parent: Gołąb
Child: Nocyk; Parent: Nocnik
Child: Padel; Parent: Puddle
"Child: Go go go; Parent: Go go go (iddź szybko, biegnij)"
Child: Miuosz; Parent: Miłosz (imię)
Child: Moke; Parent: Mokre
Child: Kła cie; Parent: Kładdź się
Child: Papyka; Parent: Papryka
Child: Banan; Parent: Banan
Child: Woweł; Parent: Rower
"Child: Szusiu; Parent: Siusiu, siusianie"
Child: Kupa; Parent: Kupa
Child: Odeddź; Parent: Odejddź
Child: Elou; Parent: Hello
Child: Mykam; Parent: Zamykam
Child: Dzeci; Parent: Dzieci
Child: Muziak; Parent: Buziak
Child: Meko; Parent: Mleko
Child: Boda; Parent: Woda
Child: Au; Parent: Pies (od hau)
Child: Usi; Parent: Uszy
Child: Uś; Parent: Ucho
"Child: Wózek; Parent: Wózek, spacerówka"
Child: Jedziemy; Parent: Jedziemy
Child: Sidło; Parent: Nosidło
Child: Jedzenie; Parent: Jedzenie
Child: Parka; Parent: Koparka
"Child: Ja pierwszy; Parent: Ja pierwsza, ja chcę być pierwsza"
Child: Momurcik; Parent: Jogurcik
Child: Kaciemy; Parent: Skaczemy
Child: Rosu; Parent: Rosół
Child: Piciu ; Parent: Picie
"Child: Kasze; Parent: Kaszel, kasłanie"
Child: Ktile; Parent: Daktyle
Child: Posię; Parent: Proszę
Child: Paróg; Parent: Twaróg
Child: Kuje; Parent: Dziękuję
Child: Salik; Parent: Szalik
Child: Ciapa; Parent: Czapka
Child: Ucieci; Parent: Chusteczki
Child: Pomuś; Parent: Pomóż
Child: Motoj; Parent: Motocykl
Child: Gołobek; Parent: Gołąbek
Child: Popać; Parent: Popatrz
Child: Dzikuje; Parent: Dziękuję
"Child: Popać; Parent: Popatrz, zobacz"
Child: Io; Parent: Karetka/straż pożarna/policja (zbiorczo)
Child: Io; Parent: Karetka/straż pożarna/policja (zbiorczo)
Child: Macysia; Parent: O sobie (Marcysia)
Child: Misia Macelina; Parent: Misia Marcelina (o sobie)
Child: Miłos; Parent: Miłosz
"Child: Piesek; Parent: Pies, piesek"
Child: Pojady; Parent: Pojazdy
Child: Pinać; Parent: Zapinać
Child: Pecak; Parent: Plecak
Child: Pakałam; Parent: Płakałam
Child: Segarek; Parent: Zegarek
Child: Mol; Parent: Mol (spożywczy)
Child: Dobanoc; Parent: Dobranoc
Child: Kura; Parent: Kura
Child: Jajo; Parent: Jajo
Child: Derzyłam; Parent: Uderzyłam się
"Child: Misio ; Parent: Maskotka, miś (ogólnie pluszak)"
Child: Samochut; Parent: Samochód
Child: Aszka; Parent: Kaszka
"Child: Uła; Parent: Jula, ciocia"
Child: Buła; Parent: Bułka
Child: Ala; Parent: Ala
Child: Amam; Parent: Jeść
Child: Baba; Parent: Baba
Child: Baji; Parent: Banan
Child: Bam; Parent: Spadło
Child: Bee; Parent: Owca
Child: Beris; Parent: Iberis
Child: Bura; Parent: Góra
Child: Czajek; Parent: Czarek
Child: Czytaj; Parent: Czytaj
Child: Dydy; Parent: Smoczek
Child: Dziadzia ; Parent: Dziadzia
Child: Dzidzia; Parent: Dziecko
Child: Dziuja; Parent: Dziura
Child: Iha; Parent: Koń
Child: Jajo; Parent: Jajo
"Child: Kic kic; Parent: Zająć, królik"
Child: Kum kum; Parent: Żaba
Child: Łała; Parent: Pies
Child: Mama; Parent: Mama
Child: Me; Parent: Koza
Child: Mela; Parent: Mela
Child: Miał; Parent: Kot
Child: Mniam mniam; Parent: Smaczne
"Child: Opa; Parent: Podnieść, zejść, opóścić"
"Child: Opa; Parent: Podnieść, zejść, opóścić"
Child: Paji; Parent: Pani
Child: Pan; Parent: Pan
"Child: Papa; Parent: Papa, dowidzenia "
Child: Pepa; Parent: świnka Peppa
Child: Pepek; Parent: Pępek
"Child: Pu-a; Parent: Kot, kurtka, ogórek zielony"
"Child: Pu-a; Parent: Kot, kurtka, ogórek zielony"
"Child: Pu-a; Parent: Kot, kurtka, ogórek zielony"
Child: Sejek; Parent: Serek homogenizowany
Child: Siada; Parent: Siada
Child: Siejeje; Parent: Teletubisie
Child: Szyna; Parent: Szynka
Child: Szysza; Parent: Szyszka
Child: Tata; Parent: Tata
Child: Titka; Parent: Frytka
Child: Uś; Parent: Mus
Child: A psik; Parent: Kichać 
Child: Aaa; Parent: Spać
"Child: Ap ap; Parent: Kap kap, deszcz"
Child: Apupu; Parent: Akuku
Child: Bobo; Parent: Postać z Pucia
