,form,meaning,KEY-MEANING
6032,Nalać,Nalac ,POUR
6033,Pychać,Spychacz,BULLDOZER
6034,Niarka,Betoniarka,CEMENT-MIXER
6035,Peta,Skarpeta,SOCK
6036,Tery,Cztery,FOUR
6037,Peć,Pięć ,FIVE
6038,Seść,Sześć ,SIX
6039,Sedem,Siedem,SEVEN
6040,Osiem,Osiem,EIGHT
6041,Dziewieć ,Dziewięć ,NINE
6042,Dziesieć,Dziesięć ,TEN
6043,Bakon,Balkon,BALCONY
6044,Bjusik ,Brusik,
6045,Dziadziek ,Dziadek,GRANDPA
6046,Dzenia ,Do widzenia,GOOD-BYE
6047,Banoc ,Dobranoc,GOOD-NIGHT
6048,Dzialnia ,Zjeżdżalnia,SLIDE
6049,Chody,Schody,STAIRS
6050,Pakaka,Koparka,EXCAVATOR
6051,Tonik,Konik,HORSE
6052,Pytaj,Patataj,HORSE
6053,Dziuje ,Dziękuję ,THANK-YOU
6054,Mama ika,Mama świnka,CHARACTER
6055,Tata ika,Tata świnka,CHARACTER
6056,Icy tak ,Chcę iść do piaskownicy,SANDPIT
6057,Bjoda,Broda,CHIN
6058,Usta,Usta,MOUTH
6059,Ciemno,Ciemno,DARK
6060,Isoko ,Wysoko,HIGH
6061,Noc,Noc,NIGHT
6062,Kekełko,Krzesełko,CHAIR
6063,Kjeka,Kredka,CRAYONS
6064,Kjeda ,Kreda,CHALK
6065,Baki,Grabki,RAKE
6066,Opakaka,Łopatka,SHOVEL
6067,Pababaw ,Plac zabaw,PLAYGROUND
6068,Apka,Żabka,FROG
6069,Bluza,Bluza,SWEATSHIRT
6070,Dla mamy ,Jw,MOM
6071,Ebla,Zebra,ZEBRA
6072,Echał,Pojechał,DRIVE
6073,Epić,Przyczepić,STICK
6074,Erzyk,Talerzyk,PLATE
6075,Gla/gra,Gra,GAME
6076,Idelec ,Widelec,FORK
6077,Iłorek,śpiworek,SLEEPING-BAG
6078,Inne inna inny,Jw,DIFFERENT
6079,Kechom,Telefon,PHONE
6080,Ko ko ko,Ddźwięki kury ,CHICKEN
6081,Komin,Jw,CHIMNEY
6082,Kula ,Kura,HEN
6083,Lebek,Chlebek,BREAD
6084,Łuka,Muzyka,MUSIC
6085,Orzyć,Otworzyć,OPEN
6086,Podnie,Spodnie,TROUSERS
6087,Puze,Puzzle,PUZZLE
6088,Si,śpi,SLEEPING
6089,Szaik ,Szalik,SCARF
6090,Szu szu ,"Miotła, zamiatać",BROOM
6091,Tuik,Królik,RABBIT
6092,Agarek,Zegarek,CLOCK
6093,Baciek,Robaczek,WORM
6094,Co to ? ,Co to?,WHAT-IS-THIS
6095,Dzenia,Do widzenia,GOOD-BYE
6096,Gili gili,Gilgotanie,TICKLING
6097,Górek ,Ogórek,CUCUMBER
6098,Isiaka,śmieciarka,GARBAGE-TRUCK
6099,Jeka,Ręka,HAND
6100,Jeście/ jecie,Jeszcze,MORE
6101,Łobot,Robot,ROBOT
6102,Łoka/sjoka,Sroka,MAGPIE
6103,Łołać ,Malować,PAINT
6104,Łołeł ,Rower ,BIKE
6105,Łonko,Słonko,SUN
6106,Mhm,"Tak, potwierdzenie",YES
6107,Michka ,Miska,TEDDY-BEAR
6108,Molot/łołot,Samolot,PLANE
6109,Na dół,Jw,DOWN
6110,Nozik,Nożyk,KNIFE
6111,Patzy ,Patrzy,LOOK
6112,Pepasiam,Przepraszam ,SORRY
6113,Pisiu/tisiu/pisiak/tisiak,Pisak,MARKER
6114,Pjut/ prut,Pierdnięcie,FART
6115,Siusiu,Siusiania,PEE
6116,Tak!,Tak,YES
6117,Tjoche,Trochę ,A-BIT
6118,W góre,Jw,UP
6119,Pociog,Pociąg ,TRAIN
6120,Bałić,Bawić,PLAY
6121,Prut prut,Jw,
6122,Tjoche ,Troche,A-BIT
6123,Tilot ,Pilot,PILOT/REMOTE
6124,Dzenia,Do widzenia,GOOD-BYE
6125,Si/pi/śpi,śpi ,SLEEPING
6126,Gra ,Gra,GAME
6127,Gogon,Ogon,TAIL
6128,Koko,Oko,EYE
6129,Ciasto,Ciasto,CAKE
6130,Dynia,Dynia,PUMPKIN
6131,Dół/w dół,Dół/ w dół,DOWNSTAIRS
6132,Piciu,Picie,DRINK
6133,Koniec,Koniec,END 
6134,Czytaj,Czytaj,READ
6135,Kuskus,Kuskus (kasza),COUSCOUS
6136,Nyś,Mysz,MOUSE
6137,Zobać,Zobacz,LOOK
6138,Jeś,Jeż,HEDGEHOG
6139,Sowa,Sowa,OWL
6140,Obać,Ubrać,GET-DRESSED
6141,Łyżka,Łyżka,SPOON
6142,Iśka,Łyżka,SPOON
6143,Idać,Widać,SEE
6144,Ruśka,Gruszka,PEAR
6145,Włos,Włos,HAIR
6146,Osia,Zosia,PERSON
6147,Sisać,Słychać,HEAR
6148,Wisieć,Wytrzeć,WIPE
6149,Sto lat,Sto lat,HAPPY-BIRTHDAY
6150,Ser,Ser,CHEESE
6151,Koić,Kroić,CUT
6152,Sel,Ser,CHEESE
6153,Łukaś,Łukasz ,PERSON
6154,Sań,Wstań,GET-UP
6155,Taktoj,Traktor,TRACTOR
6156,Ociec,Ojciec,DAD
6157,Lece,Ręce,HANDS
6158,Ofka,Owca,SHEEP
6159,Chupki,Chrupki,PUFFCORN
6160,Dzik,Dzik,BOAR
6161,Oca,Owca,SHEEP
6162,Cieszko,Ciężko,HEAVY
6163,Łoś,Łoś,MOOSE
6164,Tacić,Tańczyć,DANCE
6165,Jowej,Rower,BIKE
6166,Jeden,Jeden,ONE
6167,Tsi,Trzy,THREE
6168,Łoś,Łoś,MOOSE
6169,Mokje,Mokre,WET
6170,Abuz,Arbuz,WATERMELON
6171,Gujek,Ogórek,CUCUMBER
6172,Pes,Pies,DOG
6173,Ot,Kot,CAT
6174,Witaj,Witaj,HELLO
6175,Tobus,Autobus,BUS
6176,Alka,Pralka,WASHING-MACHINE
6177,źwi,Drzwi,DOOR
6178,Koloj,Kolor,COLOR
6179,Kubek,Kubek,CUP
6180,Kokos,Kokos,COCONUT
6181,Ufo,Ufo,UFO
6182,Pomóż,Pomóż,HELP
6183,Dziula,Dziura,HOLE
6184,Siek,śnieg,SNOW
6185,Lef,Lew,LION
6186,Suś,Struś,OSTRICH
6187,Łoń,Słoń,ELEPHANT
6188,śnieg,śnieg,SNOW
6189,Anki,Sanki,SLEIGH
6190,Elbłąd,Wielbłąd,CAMEL
6191,Ikorka,Sikorka,TIT
6192,Flaming,Flaming,BIRD
6193,Igor,Igor,PERSON
6194,Kurzacz,Odkurzacz,VACUUM-CLEANER
6195,Chodi,Schody,STAIRS
6196,Dówka,Lodówka,FRIDGE
6197,Omlet,Omlet,OMELETTE
6198,Kurtka,Kurtka,JACKET
6199,Salik,Szalik,SCARF
6200,Keciup,Keczup,KETCHUP
6201,Noc,Noc,NIGHT
6202,Sitko,Sitko,SIEVE
6203,Gabki,Grabki,RAKE
6204,Tosty,Tosty,TOAST
6205,Mieci,śmieci,GARBAGE
6206,Chodek/chody,Schodek/schody,STAIRS
6207,Siezić,Księżyc,MOON
6208,Sofon,Saksofon,SAXOPHONE
6209,Plasiam,Przepraszam,SORRY
6210,Koptel,Helikopter,HELICOPTER
6211,Kamik,Karmnik,FEEDER
6212,Siusiak,Siusiak,PENIS
6213,Hotam,Hipopotam,HIPPO
6214,Dawaj,Dawaj,GIVE
6215,Cipcia,Cipcia,VAGINA
6216,Ciemno,Ciemno,DARK
6217,Kazik,Kazik,PERSON
6218,Idor,Pomidor,TOMATO
6219,Nozaur,Dinozaur,DINOSAUR
6220,Amuż,Pomóż,HELP
6221,Sata,Sałata,LETTUCE
6222,Kafior,Kalafior,CAULIFLOWER
6223,Fasoka,Fasolka,BEAN
6224,Kot,Kot,CAT
6225,Stań,Wstań,GET-UP
6226,Przestań,Przestań,STOP
6227,Kici,Kici kici,CAT
6228,Tam,Tam,THERE
6229,Tu,Tu,HERE
6230,Papa,Do widzenia,GOOD-BYE
6231,Be,Beczenie,BLEATING
6232,Hau ,Szczekanie ,DOG
6233,Am am,Jeść ,EAT
6234,Tata,Tata,DAD
6235,Mniam mniam,Pyszne ,YUMMY
6236,Ma,Nie ma,GONE
6237,Si,Siku,PEE
6238,Mama,Mama,MOM
6239,Ci,Cicho ,QUIET
6240,Ba,Kupa,POOP
6241,Me,Nie,NO
6242,Baba,Babcia,GRANDMA
6243,Dzidzi,Dzidziuś ,BABY
6244,Da,Daj,GIVE
6245,Bu bu,Bum bum (auto),CAR
6246,Ziazia,Dziadzia,GRANDPA
6247,Pu pu,Puk puk ,KNOCK-KNOCK
6248,Cycy,Cycus ,BREAST
6249,Huhu,Sowa,OWL
6250,A ja,A jak,HOW
6251,Kop kop,Kopać ,DIG
6252,Pupu,Pupa,BOTTOM
6253,To to ,Kto to,WHO-IS-THIS
6254,Pi ,Pić,DRINK
6255,Taaa,Taaak!,YES
6256,Bu,Buty,SHOES
6257,Bu,Buty,SHOES
6258,Plu plu,Pływać ,SWIM
6259,Tutu,Kuku,HURTS
6260,Dodo,Dominik,PERSON
6261,Dzi,Ddźwig ,CRANE
6262,Bu II,Bułka ,BUN
6263,Pa,Pasta ,PASTE
6264,Uk,Łuk,BOW
6265,Mata,Marta,PERSON
6266,Psi psi,Psik,SPRAY
6267,Baka,Bajka,TALE
6268,Mati,Mati,PERSON
6269,Du,Dużo,A-LOT
6270,Iki,Wiki,WOLF
6271,Hulk,Hulk,CHARACTER
6272,Kiga,Kinga ,PERSON
6273,Ilk,Wilk ,WOLF
6274,Juku,Jurku!,PERSON
6275,Oko,Oko,EYE
6276,Miau,Kot,CAT
6277,Babaga,Baba Jaga ,CHARACTER
6278,Poko,"Polko, pole",FIELD
6279,Pika,Piłka ,BALL
6280,Babi,Bambi,CHARACTER
6281,Kra kra,Papuga,PARROT
6282,Abam,Adam,PERSON
6283,Aaa psi,Apisk,SNEEZE
6284,Guka,Gruszka,PEAR
6285,Pupaga,Papuga,PARROT
6286,Kaka,Kaczka,DUCK
6287,Motok,Motor,MOTORCYCLE
6288,Kakeko,Ciasteczko,COOKIE
6289,Oko,Oko,EYE
6290,Tik tak,Zegar,CLOCK
6291,Takie,Takie,SUCH
6292,Kukuryku,Kogut,COCK
6293,Bułka,Bułka/ciastko,BUN
6294,Bułka,Bułka/ciastko,CAKE
6295,Mleko,Mleko,MILK
6296,Ciocia,Ciocia,AUNT
6297,Konec,Koniec,END 
6298,Je,"Je (coś je, jedzenie)",EAT
6299,Odeddź,Odejddź,GO-AWAY
6300,Dać,Daj mi,GIVE
6301,Łeeee,Płacz,CRY
6302,Mniam mniam,"Jedzenie, dobre, pyszne",FOOD
6303,Mniam mniam,"Jedzenie, dobre, pyszne",TASTY
6304,I-o ,"Karetka, straż pożarna, policja (łącznie)",AMBULANCE
6305,I-o ,"Karetka, straż pożarna, policja (łącznie)",POLICE
6306,"Koniec, nie ma","Koniec, coś się skończyło",END 
6307,Jeść,"Je (coś je, jedzenie)",EAT
6308,Cześć,"Cześć, przywitanie",HI
6309,Myś,Miś,TEDDY-BEAR
6310,Noś,Nos (część ciała),NOSE
6311,Aaa,"Buzia, usta (część ciała)",FACE
6312,Aaa,"Buzia, usta (część ciała)",MOUTH
6313,Pać,Spać,SLEEP
6314,Tat,Tak,YES
6315,Bobo,Dziecko,BABY
6316,Nuś,Nos,NOSE
6317,Okej,Ok,OK
6318,Babcia,Babcia,GRANDMA
6319,Dzadek,Dziadek,GRANDPA
6320,Tujek,Wujek,UNCLE
6321,Koło,Koło,CIRCLE
6322,Koło,Koło,CIRCLE
6323,Musik,Mus owocowy (w tubce),MOUSSE
6324,Podneć,Podnieść,UP
6325,Cypka,Cipka,VAGINA
6326,Tiktak,Zegarek,CLOCK
6327,Kucz,Klucz,KEY
6328,Jabłka,Jabłko,APPLE
6329,Pocitać,Poczytać,READ
6330,Bi,Brwi,EYEBROWS
6331,Ciepłe,"Ciepłe, ciepło",WARM
6332,Go,Gorące,HOT
6333,Kuć,Klucz,KEY
6334,Ciema,Siema,HI
6335,Kuje,Dziękuję,THANK-YOU
6336,Papuga,Papuga,PARROT
6337,Gołą,Gołąb,DOVE
6338,Gołą,Gołąb,DOVE
6339,Nocyk,Nocnik,POTTY
6340,Padel,Puddle,PUDDLE
6341,Go go go,"Go go go (iddź szybko, biegnij)",GO
6342,Miuosz,Miłosz (imię),PERSON
6343,Moke,Mokre,WET
6344,Kła cie,Kładdź się,LIE-DOWN
6345,Papyka,Papryka,BELL-PEPPER
6346,Banan,Banan,BANANA
6347,Woweł,Rower,BIKE
6348,Szusiu,"Siusiu, siusianie",PEE
6349,Kupa,Kupa,POOP
6350,Odeddź,Odejddź,GO-AWAY
6351,Elou,Hello,HI
6352,Mykam,Zamykam,CLOSE
6353,Dzeci,Dzieci,CHILDREN
6354,Muziak,Buziak,KISS
6355,Meko,Mleko,MILK
6356,Boda,Woda,WATER
6357,Au,Pies (od hau),DOG
6358,Usi,Uszy,EARS
6359,Uś,Ucho,EAR
6360,Wózek,"Wózek, spacerówka",STROLLER
6361,Jedziemy,Jedziemy,DRIVE
6362,Sidło,Nosidło,BABY-SLING
6363,Jedzenie,Jedzenie,FOOD
6364,Parka,Koparka,EXCAVATOR
6365,Ja pierwszy,"Ja pierwsza, ja chcę być pierwsza",FIRST
6366,Momurcik,Jogurcik,YOGHURT
6367,Kaciemy,Skaczemy,JUMP
6368,Rosu,Rosół,BROTH
6369,Piciu ,Picie,DRINK
6370,Kasze,"Kaszel, kasłanie",COUGH
6371,Ktile,Daktyle,DATES
6372,Posię,Proszę,PLEASE
6373,Paróg,Twaróg,COTTAGE-CHEESE
6374,Kuje,Dziękuję,THANK-YOU
6375,Salik,Szalik,SCARF
6376,Ciapa,Czapka,CAP
6377,Ucieci,Chusteczki,TISSUE
6378,Pomuś,Pomóż,HELP
6379,Motoj,Motocykl,MOTORCYCLE
6380,Gołobek,Gołąbek,DOVE
6381,Popać,Popatrz,LOOK
6382,Dzikuje,Dziękuję,THANK-YOU
6383,Popać,"Popatrz, zobacz",LOOK
6384,Io,Karetka/straż pożarna/policja (zbiorczo),AMBULANCE
6385,Io,Karetka/straż pożarna/policja (zbiorczo),POLICE
6386,Macysia,O sobie (Marcysia),SELF
6387,Misia Macelina,Misia Marcelina (o sobie),SELF
6388,Miłos,Miłosz,PERSON
6389,Piesek,"Pies, piesek",DOG
6390,Pojady,Pojazdy,VEHICLE
6391,Pinać,Zapinać,FASTEN
6392,Pecak,Plecak,BAGPACK
6393,Pakałam,Płakałam,CRY
6394,Segarek,Zegarek,CLOCK
6395,Mol,Mol (spożywczy),MOTH
6396,Dobanoc,Dobranoc,GOOD-NIGHT
6397,Kura,Kura,HEN
6398,Jajo,Jajo,EGG
6399,Derzyłam,Uderzyłam się,HIT
6400,Misio ,"Maskotka, miś (ogólnie pluszak)",TEDDY-BEAR
6401,Samochut,Samochód,CAR
6402,Aszka,Kaszka,PORRIDGE
6403,Uła,"Jula, ciocia",PERSON
6404,Buła,Bułka,BUN
6405,Ala,Ala,PERSON
6406,Amam,Jeść,EAT
6407,Baba,Baba,GRANDMA
6408,Baji,Banan,BANANA
6409,Bam,Spadło,BAM
6410,Bee,Owca,SHEEP
6411,Beris,Iberis,PET
6412,Bura,Góra,UP
6413,Czajek,Czarek,PERSON
6414,Czytaj,Czytaj,READ
6415,Dydy,Smoczek,PACIFIER
6416,Dziadzia ,Dziadzia,GRANDPA
6417,Dzidzia,Dziecko,BABY
6418,Dziuja,Dziura,HOLE
6419,Iha,Koń,HORSE
6420,Jajo,Jajo,EGG
6421,Kic kic,"Zająć, królik",RABBIT
6422,Kum kum,Żaba,FROG
6423,Łała,Pies,DOG
6424,Mama,Mama,MOM
6425,Me,Koza,GOAT
6426,Mela,Mela,PERSON
6427,Miał,Kot,CAT
6428,Mniam mniam,Smaczne,DELICIOUS
6429,Opa,"Podnieść, zejść, opóścić",DOWN
6430,Opa,"Podnieść, zejść, opóścić",UP
6431,Paji,Pani,LADY
6432,Pan,Pan,MAN
6433,Papa,"Papa, dowidzenia ",BYE
6434,Pepa,świnka Peppa,CHARACTER
6435,Pepek,Pępek,NAVEL
6436,Pu-a,"Kot, kurtka, ogórek zielony",CAT
6437,Pu-a,"Kot, kurtka, ogórek zielony",CUCUMBER
6438,Pu-a,"Kot, kurtka, ogórek zielony",JACKET
6439,Sejek,Serek homogenizowany,YOGHURT
6440,Siada,Siada,SIT
6441,Siejeje,Teletubisie,CHARACTER
6442,Szyna,Szynka,HAM
6443,Szysza,Szyszka,CONE
6444,Tata,Tata,DAD
6445,Titka,Frytka,CHIPS
6446,Uś,Mus,MOUSSE
6447,A psik,Kichać ,SNEEZE
6448,Aaa,Spać,SLEEP
6449,Ap ap,"Kap kap, deszcz",RAIN
6450,Apupu,Akuku,PEEKABOO
6451,Bobo,Postać z Pucia,CHARACTER
6452,Brum,Jechać autem ,DRIVE
6453,"Chlup, ciap",Chlapać wodą,SPLASH
6454,Ciii,Cicho,QUIET
6455,Ciu ciu,Pociąg,TRAIN
6456,Dzyń dzyń,Tramwaj,TRAM
6457,Huhu,Sowa,OWL
6458,Io,Straż pożarna ,FIRE-BRIGADE
6459,Lala,"Lalka, śpiewać, teletubiś lala",CHARACTER
6460,Lala,"Lalka, śpiewać, teletubiś lala",DOLL
6461,Lala,"Lalka, śpiewać, teletubiś lala",SING
6462,Muuu,Krowa,COW
6463,Nie,Nie,NO
6464,Nie ma,Nie ma,GONE
6465,Plum,"Skoczyć do wody, być w wodzie",JUMP
6466,Pupa,"Pupa, kupa",BOTTOM
6467,Pupa,"Pupa, kupa",POOP
6468,Si,Sikać,PEE
6469,świnka,świnka,PIG
6470,Szaji,Szalik,SCARF
6471,Tak,Tak,YES
6472,Tam,Tam,THERE
6473,Trzy,Trzy,THREE
6474,Tu,Tu,HERE
6475,Daj,Daj,GIVE
6476,Bing,Bing,CHARACTER
6477,Cztery,Cztery,FOUR
6478,Merkury,Merkury,MERCURY
6479,Lody,Lody,ICE-CREAM
6480,Mars,Planeta mars,MARS
6481,Gosia,Gosia,PERSON
6482,Pani korini,Pani kariny,
6483,Myka,Muzyka,MUSIC
6484,Mus,Mus,MOUSSE
6485,Ruki,Rolki,ROLLERS
6486,Trzy,Trzy,THREE
6487,Maki,Smarki,SNOT
6488,Fryty,Frytki,CHIPS
6489,Mam,Mam,HAVE
6490,Tukon,Tukan,TOUCAN
6491,Mój,Mój,MY
6492,Mam,Mam,HAVE
6493,Siosia,Ciocia,AUNT
6494,Broda,Broda,CHIN
6495,Nos,Nos,NOSE
6496,Mamunia,Mamunia,MOM
6497,Nos,Nos,NOSE
6498,Góra,U góry,UP
6499,Olony,Zielony,GREEN
6500,Mój,Mój,MY
6501,Mam,Mam,HAVE
6502,Kloki,Klocki,BLOCKS
6503,Bawo,Brawo,BRAVO
6504,Resio,Reksio,CHARACTER
6505,Sam,Sam,BY-MYSELF
6506,Ręka,Ręka,HAND
6507,Mukoja,Mikołaj,PERSON
6508,Klej,Klej,GLUE
6509,Gorący,Gorący,HOT
6510,Bombki,Bombki,ORNAMENT
6511,Bim bam,Dzwonek,BELL
6512,Duża,Duża,BIG
6513,Bokula,Buraka,BEETROOT
6514,Mukonia,Komunia,COMMUNION
6515,Tacja,Stacja,STATION
6516,Japko,Jablko,APPLE
6517,Pitca,Pizza,PIZZA
6518,Lampa,Lampa,LAMP
6519,Plosi,Proszę,PLEASE
6520,Byk,Byk,BULL
6521,Ręki,Na ręce,UP
6522,Titita,Judyta,PERSON
6523,Szytkie,Wszystkie,ALL
6524,Klad,Quad,QUAD
6525,Małpki,Małpki,MONKEY
6526,Pucio,Pucio,CHARACTER
6527,Tiktak,Zegar,CLOCK
6528,Ukulele,Ukulele,UKULELE
6529,Kolanko,Na kolana,KNEE
6530,Mały,Maly,SMALL
6531,Głośki,Glośny,LOUD
6532,Gorzki,Grejpfrut,GRAPEFRUIT
6533,Smok,Smok,DRAGON
6534,Pipi,Mysz,MOUSE
6535,Taksi,Taxi,TAXI
6536,Czapka,Czapka,CAP
6537,Mogul,Motor,MOTORCYCLE
6538,Mokry,Mokry,WET
6539,Papi,Papier,PAPER
6540,Ryk,Ryk,LION
6541,Lype,Łapę (daje łapę),PAW
6542,Titaj,Czytaj,READ
6543,Dzig,Ddźwig,CRANE
6544,Siąty,światełka,LIGHT
6545,Żabka,Żabka,FROG
6546,Myszka,Myszka,MOUSE
6547,Lew,Lew,LION
6548,Kojoj,Kojot,COYOTE
6549,Krama,Karamba,EXCLAMATION
6550,Rinia,Ciocia Renia,AUNT
6551,Baza,Baza,BASE
6552,Chce,Chce,WANT
6553,Maja,Maja,PERSON
6554,Basyn,Basen,SWIMMING-POOL
6555,Katka,Surykatka,MEERKAT
6556,Pika,Piłka,BALL
6557,Sanka,Na sankach,SLEDGE
6558,Luszki,Paluszki,FINGER
6559,Tańczy,Tańczy,DANCE
6560,Siuuu,Zjeżdżać,SLIDE
6561,Kranyn,Księżyc,MOON
6562,Rybap,Robot,ROBOT
6563,Tmak,ślimak,SNAIL
6564,Koliczki,Króliki,RABBIT
6565,Pupa,Pupa,BOTTOM
6566,Jak,Jak,HOW
6567,Sinka,Sabinka,PERSON
6568,świnka,świnka,PIG
6569,ZUS,Jezus,JESUS
6570,Dadka,Dziadka,GRANDPA
6571,Pikuś,Pikuś pies,PET
6572,Zamek,Zamek,ZIPPER
6573,Basa,Kiełbasa,SAUSAGE
6574,Sinam,ścinam,CUTTING
6575,Komajn,Kombajn,HARVESTER
6576,Zmiotka,Zmiotka,SWEEPER
6577,Krowy,Krowy,COW
6578,Pasą,Pasą się,PASTURE
6579,Krowy,Krowy,COW
6580,Mieszu mieszu,Mieszać,STIR
6581,Puzle,Puzzle,PUZZLE
6582,Kroić,Kroić,CUT
6583,Zoo,Zoo,ZOO
6584,Tatają,Strzelają,SHOOT
6585,Nowe,Nowe,NEW
6586,Siadaj,Siadaj,SIT
6587,Kopie,Kopie,DIG
6588,Miska,Miska,TEDDY-BEAR
6589,Trzymam,Trzymam,HOLDING
6590,Totowe,Gotowe,READY
6591,Kojot,Kojot,COYOTE
6592,Kręde,Kręgle,BOWLING
6593,Grają,Grają,PLAY
6594,Mioded,Miodek,HONEY
6595,Apką,Łapką,PAW
6596,Kotek,Kotek,CAT
6597,Borzążka,Pieniążka,MONEY
6598,Bobo,Bobo od Pucia,CHARACTER
6599,Kocia kocia,Kocia kocia,CHARACTER
6600,Nusius,Nunus,CHARACTER
6601,Gaz,Gaz,GAS
6602,Szeka,Szczeka,DOG
6603,Kalosze,Kalosze,WELLINGTONS
6604,Chlup,Chlapać,SPLASH
6605,Kropka,Pies kropka,PET
6606,Kipka,Hipka,HIPPO
6607,Tramwaj,Tramwaj,TRAM
6608,Kopać,Kopać,DIG
6609,Tulen,Tunel,TUNNEL
6610,Chody,Schody,STAIRS
6611,Batek,Wujek Bartek,PERSON
6612,Marysia,Ciocia Marysia,AUNT
6613,Rewno,Drewno,WOOD
6614,Karętka,Zakrętka,BOTTLE-CAP
6615,Wiatek,Kwiatek,FLOWER
6616,Różowy,Różowy,PINK
6617,Gąbki,Gołąbki,DOVE
6618,Koza,Koza,GOAT
6619,Plecak,Plecak,BAGPACK
6620,Rzewko,Drzewko,TREE
6621,Siadaj,Siadaj,SIT
6622,Taszek,Ptaszek,BIRD
6623,Kszysze,Szyszkę,CONE
6624,Kolory,Kolory,COLOR
6625,Parason,Parasol,UMBRELLA
6626,Różowy,Różowy,PINK
6627,Tryna,Cytryna,LEMON
6628,Pacek,Pacek,CHARACTER
6629,Katar,Katar,RUNNY-NOSE
6630,Pokoja,Pokoju,CUT
6631,Króle,Królowie,KING
6632,Gomka,Gumka,HAIRBAND
6633,Króle,Królowie,KING
6634,Telekon,Telefon,PHONE
6635,Słonek,Słonik,ELEPHANT
6636,Kojące,Kłujące,PRICKLY
6637,Jiżka,Jeżyka,HEDGEHOG
6638,Nininek,Dominik,PERSON
6639,Turek,Szczurek,RAT
6640,Balić,Bawić,PLAY
6641,Kolce,Kolce,THORN
6642,Karitka,Karetka,AMBULANCE
6643,Rafa,Żyrafa,GIRAFFE
6644,Ciąba,Trąba,TRUNK
6645,Grajaj,Graj,PLAY
6646,Krzyżyk,Krzyżyk,CROSS
6647,Skab,Skarb,TREASURE
6648,Kamiń,Kamień,STONE
6649,Jano,Jano,PERSON
6650,Wito,Wito,CHARACTER
6651,Kaczki,Kaczki,DUCK
6652,Wycieraczki,Wycieraczki,WIPERS
6653,Ina,Winda,ELEVATOR
6654,Potam,Hipopotam,HIPPO
6655,Młotkiem,Młotkiem,HAMMER
6656,Renken,Rekin,SHARK
6657,Słówka,Słówka,WORD
6658,Arita,Asteroida,ASTEROID
6659,Orki,Orki,KILLER-WHALE
6660,Meduza,Meduza,JELLYFISH
6661,Płaszka,Płaszczka,STINGRAY
6662,Szary,Szary,GREY
6663,Marańczowy,Pomarańczowy,ORANGE
6664,Ciemny,Ciemny zielony,DARK-GREEN
6665,Czarny,Czarny,BLACK
6666,Satun,Saturn,SATURN
6667,Zimia,Ziemia,EARTH/GROUND
6668,Miter,Metr,METRE
6669,Budować,Budować,BUILD
6670,Acado,Awokado,AVOCADO
6671,Marewka,Marchewka,CARROT
6672,Ludek,Krasnoludek,DWARF
6673,Pająk,Pająk,SPIDER
6674,Kruś,Struś,OSTRICH
6675,Lewa,Lwa,LION
6676,Gorel,Goryl,GORILLA
6677,Arafa,Żyrafa,GIRAFFE
6678,Korożek,Nosorożec,RHINO
6679,Szop,Szop,RACOON
6680,Pingen,Pingwin,PENGUIN
6681,Guś,Gęś,GOOSE
6682,Posiune,Przesunąć,MOVE
6683,Koncent,Koncert,CONCERT
6684,Dym,Dym,SMOKE
6685,Szukać,Szukać,SEARCHING
6686,Enest,Ernest,PERSON
6687,Ajaki,Ziemniaki,POTATO
6688,Ole,Ul,HIVE
6689,Strażak,Strażak,FIRE-FIGHTER
6690,Foka,Foka,SEAL
6691,Lis,Lis,FOX
6692,Bób,Bóbr,BEAVER
6693,Mydecko,Mydełko,SOAP
6694,Kąpie ,Kąpie się ,BATH
6695,Ciężkie ,Ciężkie ,HEAVY
6696,Ciekam,Uciekam,RUN-AWAY
6697,Chowaj,Chowaj ,HIDE
6698,Trony,Brony,HARROW
6699,Rolnik,Rolnik,FARMER
6700,Domino,Domino ,DOMINO
6701,Rekin,Rekin ,SHARK
6702,Sanki ,Sanki,SLEIGH
6703,Sowa,Sowa,OWL
6704,Klage,Flagę,FLAG
6705,Mawy,Mewy,SEAGULL
6706,Szukaj ,Szukaj,SEARCHING
6707,ˇce,Włączę ,TURN-ON
6708,Młotek ,Młotek ,HAMMER
6709,Młot ,Młot pneumatyczny ,PNEUMATIC-DRILL
6710,Lala,Lalka,DOLL
6711,Am,Jeść,EAT
6712,Tić,Pić,DRINK
6713,Kakać,Skakać,JUMP
6714,Sipko,Szybko,FAST
6715,Tam,Tam,THERE
6716,Tu,Tu,HERE
6717,Tutaj,Tutaj,HERE
6718,Plasiam,Przepraszam,SORRY
6719,Ata,Piłka,BALL
6720,Cięć,Cześć,HI
6721,Tak,Tak,YES
6722,Nie,Nie,NO
6723,Siecieć,Siedzieć,SIT
6724,Citać,Czytać,READ
6725,Daj,Daj,GIVE
6726,Oć,Choddź,COME
6727,Tiś,Miś,TEDDY-BEAR
6728,Hau hau,Pies,DOG
6729,Jał,Kot,CAT
6730,Ka ka,Kaczka,DUCK
6731,Tawki,Huśtawki,SWING
6732,Dalej,Dalej,FURTHER
6733,Cipsa,Chipsy ryżowe,CRISPS
6734,Kafka,Kawa,COFFEE
6735,Syjek,Ser,CHEESE
6736,Cimno,Ciemno,DARK
6737,Sama,Sama,BY-MYSELF
6738,Ha ha,śmiech,LAUGHTER
6739,Łeee,Płacz,CRY
